numero_departement;nom_commune;latitude;longitude
83;Brue-Auriac;43,533333;5,95
83;Cabasse;43,416667;6,233333
83;Camps-la-Source;43,383333;6,083333
83;Carces;43,466667;6,183333
83;Carnoules;43,3;6,183333
83;Chateauvert;43,5;6,016667
83;Correns;43,483333;6,083333
83;Cotignac;43,533333;6,15
83;Cuers;43,233333;6,066667
83;Entrecasteaux;43,516667;6,233333
83;Esparron;43,591667;5,85
83;Flassans-sur-Issole;43,366667;6,216667
83;Forcalqueiret;43,333333;6,083333
83;Fox-Amphoux;43,583333;6,1
83;Gareoult;43,333333;6,05
83;Ginasservis;43,666667;5,85
83;Gonfaron;43,316667;6,283333
83;La Cadiere-d'Azur;43,2;5,766667
83;La Celle;43,4;6,033333
83;La Farlede;43,166667;6,033333
83;La Roquebrussanne;43,333333;5,983333
83;La Verdiere;43,633333;5,933333
83;Le Beausset;43,2;5,8
83;Le Castellet;;
83;Le Val;43,433333;6,083333
83;Mazaugues;43,333333;5,916667
83;Meounes-les-Montrieux;43,283333;5,966667
83;Moissac-Bellevue;43,65;6,166667
83;Montfort-sur-Argens;43,466667;6,116667
83;Montmeyan;43,65;6,066667
83;Nans-les-Pins;43,366667;5,783333
83;Neoules;43,3;6,016667
83;Ollieres;43,483333;5,833333
83;Pierrefeu-du-Var;43,216667;6,133333
83;Pignans;43,3;6,216667
83;Plan-d'Aups-Sainte-Baume;;
83;Ponteves;43,566667;6,05
83;Pourcieux;43,466667;5,783333
83;Pourrieres;43,5;5,733333
83;Puget-Ville;43,283333;6,133333
83;Regusse;43,65;6,133333
83;Rians;43,616667;5,75
83;Riboux;43,3;5,75
83;Rocbaron;43,3;6,083333
83;Rougiers;43,383333;5,85
83;Saint-Antonin-du-Var;;
83;Saint-Cyr-sur-Mer;43,183333;5,716667
83;Sainte-Anastasie-sur-Issole;43,333333;6,133333
83;Saint-Julien;;
83;Saint-Martin;43,58918;5,88478
83;Saint-Maximin-la-Sainte-Baume;43,45;5,866667
83;Saint-Zacharie;43,383333;5,716667
83;Salernes;43,55;6,233333
83;Seillons-Source-d'Argens;;
83;Signes;43,3;5,866667
83;Sillans-la-Cascade;43,566667;6,183333
83;Sollies-Pont;43,183333;6,05
83;Sollies-Toucas;43,2;6,016667
83;Sollies-Ville;43,183333;6,033333
83;Tavernes;43,6;6,016667
83;Tourtour;43,583333;6,3
83;Tourves;43,4;5,933333
83;Varages;43,6;5,966667
83;Villecroze;43,583333;6,266667
83;Vinon-sur-Verdon;43,716667;5,8
83;Vins-sur-Caramy;43,433333;6,15
83;Bandol;43,133333;5,75
83;Evenos;43,166667;5,85
83;La Seyne-sur-Mer;43,1;5,883333
83;Ollioules;43,133333;5,85
83;Saint-Mandrier-sur-Mer;43,066667;5,933333
83;Sanary-sur-Mer;43,116667;5,8
83;Six-Fours-les-Plages;;
84;Avignon;43,95;4,816667
84;Le Pontet;43,966667;4,85
84;Morieres-les-Avignon;;
84;Ansouis;43,733333;5,466667
84;Apt;43,883333;5,4
84;Auribeau;;
84;Beaumettes;43,85;5,233333
84;Beaumont-de-Pertuis;43,733333;5,7
84;Bonnieux;43,816667;5,3
84;Buoux;43,833333;5,383333
84;Cabrieres-d'Aigues;43,783333;5,5
84;Cabrieres-d'Avignon;43,9;5,166667
84;Cadenet;43,733333;5,366667
84;Caseneuve;43,883333;5,483333
84;Castellet;43,85;5,483333
84;Caumont-sur-Durance;43,9;4,95
84;Cavaillon;43,84;5,04
84;Chateauneuf-de-Gadagne;43,933333;4,933333
84;Cheval-Blanc;43,8;5,066667
84;Cucuron;43,783333;5,433333
84;Fontaine-de-Vaucluse;43,916667;5,133333
84;Gargas;43,9;5,383333
84;Gignac;43,916667;5,533333
84;Gordes;43,9;5,2
84;Goult;43,866667;5,25
84;Grambois;43,766667;5,583333
84;Jonquerettes;43,95;4,933333
84;Joucas;43,916667;5,25
84;La Bastide-des-Jourdans;43,783333;5,633333
84;La Bastidonne;43,716667;5,566667
84;Lacoste;43,833333;5,3
84;Lagarde-d'Apt;43,983333;5,483333
84;Lagnes;43,9;5,116667
84;La Motte-d'Aigues;43,766667;5,516667
84;La Tour-d'Aigues;43,733333;5,55
84;Lauris;43,75;5,316667
84;Le Thor;43,933333;5
84;Lioux;43,95;5,316667
84;L'Isle-sur-la-Sorgue;43,916667;5,05
84;Lourmarin;43,766667;5,366667
84;Maubec;43,85;5,166667
84;Menerbes;43,833333;5,216667
84;Merindol;43,75;5,2
84;Mirabeau;;
84;Murs;43,95;5,25
84;Oppede;43,833333;5,183333
84;Pertuis;43,683333;5,5
84;Peypin-d'Aigues;43,8;5,566667
84;Puget;43,75;5,3
84;Puyvert;43,766667;5,35
84;Robion;43,85;5,116667
84;Roussillon;43,9;5,283333
84;Rustrel;43,916667;5,483333
84;Saignon;43,866667;5,433333
84;Saint-Martin-de-Castillon;43,866667;5,516667
84;Saint-Martin-de-la-Brasque;43,766667;5,533333
84;Saint-Pantaleon;43,883333;5,25
84;Saint-Saturnin-les-Apt;;
84;Saint-Saturnin-les-Avignon;43,95;4,933333
84;Sannes;43,75;5,483333
84;Saumane-de-Vaucluse;;
84;Sivergues;43,833333;5,4
84;Taillades;43,833333;5,1
84;Vaugines;43,783333;5,416667
84;Viens;43,9;5,566667
84;Villars;43,916667;5,4
84;Villelaure;43,716667;5,433333
84;Vitrolles-en-Luberon;;
84;Althen-des-Paluds;44;4,95
84;Aubignan;44,1;5,016667
84;Aurel;44,133333;5,416667
84;Bedarrides;44,033333;4,9
84;Bedoin;44,116667;5,166667
84;Blauvac;44,033333;5,2
84;Caromb;44,116667;5,1
84;Carpentras;44,05;5,05
84;Courthezon;44,083333;4,883333
84;Crillon-le-Brave;44,116667;5,15
84;Entraigues-sur-la-Sorgue;;
84;Flassan;44,1;5,25
84;La Roque-sur-Pernes;43,983333;5,1
84;Le Beaucet;43,983333;5,116667
84;Loriol-du-Comtat;44,083333;5
84;Malemort-du-Comtat;44,016667;5,166667
84;Mazan;44,05;5,133333
84;Methamis;44,016667;5,216667
84;Modene;44,1;5,116667
84;Monieux;44,066667;5,366667
84;Monteux;44,033333;5
84;Mormoiron;44,066667;5,183333
84;Pernes-les-Fontaines;44;5,05
84;Saint-Christol;44,033333;5,5
84;Saint-Didier;44;5,116667
84;Saint-Hippolyte-le-Graveyron;;
84;Saint-Pierre-de-Vassols;44,1;5,15
84;Saint-Trinit;44,1;5,466667
84;Sarrians;44,083333;4,966667
84;Sault;;
84;Sorgues;44;4,866667
84;Vedene;43,983333;4,9
84;Velleron;43,95;5,033333
84;Venasque;43,983333;5,15
84;Villes-sur-Auzon;44,05;5,233333
84;Beaumes-de-Venise;44,116667;5,033333
84;Beaumont-du-Ventoux;44,183333;5,166667
84;Bollene;44,283333;4,75
84;Brantes;44,183333;5,333333
84;Buisson;44,283333;5
84;Caderousse;44,1;4,75
84;Cairanne;44,233333;4,933333
84;Camaret-sur-Aigues;44,166667;4,883333
84;Chateauneuf-du-Pape;44,05;4,833333
84;Crestet;44,216667;5,083333
84;Entrechaux;44,216667;5,133333
84;Faucon;44,266667;5,15
84;Gigondas;44,166667;5
84;Grillon;44,4;4,933333
84;Jonquieres;44,116667;4,9
84;Lafare;44,15;5,05
84;Lagarde-Pareol;44,216667;4,85
84;Lamotte-du-Rhone;44,266667;4,683333
84;Lapalud;44,3;4,683333
84;La Roque-Alric;44,15;5,066667
84;Le Barroux;44,133333;5,1
84;Malaucene;44,166667;5,133333
84;Mondragon;44,233333;4,716667
84;Mornas;44,2;4,733333
84;Orange;44,133333;4,8
84;Piolenc;44,183333;4,766667
84;Puymeras;44,266667;5,133333
84;Rasteau;44,216667;4,983333
84;Richerenches;44,366667;4,916667
84;Roaix;44,25;5,016667
84;Sablet;44,183333;5
84;Sainte-Cecile-les-Vignes;44,25;4,883333
84;Saint-Leger-du-Ventoux;44,2;5,266667
84;Saint-Marcellin-les-Vaison;;
84;Saint-Romain-en-Viennois;44,266667;5,116667
84;Saint-Roman-de-Malegarde;44,266667;4,966667
84;Savoillan;44,183333;5,383333
84;Seguret;44,2;5,016667
84;Serignan-du-Comtat;44,183333;4,85
84;Suzette;44,166667;5,066667
84;Travaillan;44,183333;4,9
84;Uchaux;44,216667;4,8
84;Vacqueyras;44,133333;4,983333
84;Vaison-la-Romaine;44,233333;5,066667
84;Valreas;44,383333;4,983333
84;Villedieu;44,283333;5,033333
84;Violes;44,166667;4,95
84;Visan;44,3;4,966667
